"","English.Word","anger","disgust","fear","joy","negative","positive","sadness","surprise","Spanish.Word"
"1067","barred",0,0,0,0,1,0,0,0,"prohibido"
"1069","barren",0,0,0,0,1,0,1,0,"estéril"
"1070","barricade",0,0,1,0,1,0,0,0,"barricada"
"1071","barrier",1,0,0,0,1,0,0,0,"barrera"
"1074","barrow",0,1,0,0,0,0,0,0,"carretilla"
"1080","baseless",0,0,0,0,1,0,0,0,"infundado"
"1087","basketball",0,0,0,1,0,1,0,0,"baloncesto"
"1091","bastard",0,1,0,0,1,0,1,0,"bastardo"
"1092","bastion",1,0,0,0,0,1,0,0,"bastión"
"1097","bath",0,0,0,0,0,1,0,0,"bañera"
"1102","battalion",1,0,0,0,0,0,0,0,"batallón"
"1103","batter",1,0,1,0,1,0,0,0,"masa"
"1104","battered",0,0,1,0,1,0,1,0,"abollado"
"1105","battery",1,0,0,0,1,0,0,0,"batería"
"1106","battle",1,0,0,0,1,0,0,0,"batalla"
"1107","battled",1,0,1,0,1,0,1,0,"luchó"
"1108","battlefield",0,0,1,0,1,0,0,0,"campo de batalla"
"1109","bawdy",0,0,0,0,1,0,0,0,"obsceno"
"1111","bayonet",1,0,1,0,1,0,0,0,"bayoneta"
"1114","beach",0,0,0,1,0,0,0,0,"playa"
"1122","beam",0,0,0,1,0,1,0,0,"haz"
"1123","beaming",0,0,0,1,0,1,0,0,"radiante"
"1124","bear",1,0,1,0,0,0,0,0,"llevar"
"1127","bearer",0,0,0,0,1,0,0,0,"portador"
"1130","bearish",1,0,1,0,0,0,0,0,"osuno"
"1131","beast",1,0,1,0,1,0,0,0,"bestia"
"1132","beastly",0,1,1,0,1,0,0,0,"bestial"
"1134","beating",1,0,1,0,1,0,1,0,"golpeando"
"1136","beautification",0,0,0,1,0,1,0,0,"embellecimiento"
"1137","beautiful",0,0,0,1,0,1,0,0,"hermoso"
"1138","beautify",0,0,0,1,0,1,0,0,"embellecer"
"1139","beauty",0,0,0,1,0,1,0,0,"belleza"
"1144","bedrock",0,0,0,0,0,1,0,0,"base"
"1147","bee",1,0,1,0,0,0,0,0,"abeja"
"1150","beer",0,0,0,1,0,1,0,0,"cerveza"
"1153","befall",0,0,0,0,1,0,0,0,"acontecer"
"1154","befitting",0,0,0,0,0,1,0,0,"propio"
"1155","befriend",0,0,0,1,0,1,0,0,"ofrecer amistad"
"1156","beg",0,0,0,0,1,0,1,0,"mendigar"
"1157","beggar",0,0,0,0,1,0,1,0,"mendigo"
"1158","begging",0,0,0,0,1,0,0,0,"mendicidad"
"1164","behemoth",0,0,1,0,1,0,0,0,"gigante"
"1167","beholden",0,0,0,0,1,0,0,0,"agradecido"
"1169","belated",0,0,0,0,1,0,0,0,"tardío"
"1174","believing",0,0,0,0,0,1,0,0,"creyendo"
"1175","belittle",1,1,1,0,1,0,1,0,"empequeñecer"
"1177","belligerent",1,0,1,0,1,0,0,0,"beligerante"
"1179","bellows",1,0,0,0,0,0,0,0,"fuelle"
"1182","belt",1,0,1,0,1,0,0,0,"cinturón"
"1186","bender",0,0,0,0,1,0,0,0,"juerga"
"1189","benefactor",0,0,0,0,0,1,0,0,"benefactor"
"1190","beneficial",0,0,0,0,0,1,0,0,"beneficioso"
"1192","benefit",0,0,0,0,0,1,0,0,"beneficio"
"1193","benevolence",0,0,0,1,0,1,0,0,"benevolencia"
"1194","benign",0,0,0,1,0,1,0,0,"benigno"
"1199","bereaved",0,0,0,0,1,0,1,0,"afligido"
"1200","bereavement",0,0,0,0,1,0,1,0,"duelo"
"1201","bereft",0,0,0,0,1,0,0,0,"privado"
"1204","berserk",1,0,0,0,1,0,0,0,"enloquecido"
"1205","berth",0,0,0,0,0,1,0,0,"atracar"
"1208","bestial",0,1,1,0,1,0,0,0,"bestial"
"1211","betray",1,1,0,0,1,0,1,1,"traicionar"
"1212","betrayal",1,1,0,0,1,0,1,0,"traición"
"1213","betrothed",0,0,0,1,0,1,0,0,"prometido"
"1214","betterment",0,0,0,0,0,1,0,0,"mejoramiento"
"1218","beverage",0,0,0,0,0,1,0,0,"bebida"
"1220","beware",0,0,1,0,1,0,0,0,"tener cuidado"
"1221","bewildered",0,0,1,0,1,0,0,1,"desconcertado"
"1222","bewilderment",0,0,1,0,0,0,0,1,"desconcierto"
"1223","bias",1,0,0,0,1,0,0,0,"parcialidad"
"1224","biased",0,0,0,0,1,0,0,0,"sesgado"
"1226","biblical",0,0,0,0,0,1,0,0,"bíblico"
"1228","bickering",1,1,0,0,1,0,0,0,"dimes y diretes"
"1235","bier",0,0,1,0,1,0,1,0,"féretro"
"1238","bigot",1,1,1,0,1,0,0,0,"fanático"
"1239","bigoted",1,1,1,0,1,0,1,0,"fanático"
"1243","bile",1,1,0,0,1,0,0,0,"bilis"
"1245","bilingual",0,0,0,0,0,1,0,0,"bilingüe"
"1265","biopsy",0,0,1,0,1,0,0,0,"biopsia"
"1268","birch",1,1,1,0,1,0,0,0,"abedul"
"1270","birth",0,0,1,1,0,1,0,0,"nacimiento"
"1271","birthday",0,0,0,1,0,1,0,1,"cumpleaños"
"1272","birthplace",1,0,0,0,1,0,0,0,"lugar de nacimiento"
"1278","bitch",1,1,1,0,1,0,1,0,"perra"
"1279","bite",0,0,0,0,1,0,0,0,"morder"
"1280","bitterly",1,1,0,0,1,0,1,0,"amargamente"
"1281","bitterness",1,1,0,0,1,0,1,0,"amargura"
"1284","bizarre",0,0,0,0,1,0,0,1,"extraño"
"1287","blackjack",0,0,0,0,1,0,0,0,"veintiuna"
"1288","blackmail",1,0,1,0,1,0,0,0,"chantaje"
"1289","blackness",0,0,1,0,1,0,1,0,"negrura"
"1293","blame",1,1,0,0,1,0,0,0,"culpa"
"1294","blameless",0,0,0,0,0,1,0,0,"inocente"
"1295","bland",0,0,0,0,1,0,0,0,"amable"
"1298","blasphemous",1,1,0,0,1,0,0,0,"blasfemo"
"1299","blasphemy",1,0,0,0,1,0,0,0,"blasfemia"
"1300","blast",1,0,1,0,1,0,0,1,"explosión"
"1301","blatant",1,1,0,0,1,0,0,0,"evidente"
"1302","blather",0,0,0,0,1,0,0,0,"decir tonterías"
"1303","blaze",1,0,0,0,1,0,0,0,"resplandor"
"1306","bleak",0,0,0,0,1,0,1,0,"desolado"
"1307","bleeding",0,1,1,0,1,0,1,0,"sangrado"
"1308","blemish",1,1,1,0,1,0,1,0,"defecto"
"1311","bless",0,0,0,1,0,1,0,0,"bendecir"
"1312","blessed",0,0,0,1,0,1,0,0,"bendecido"
"1313","blessing",0,0,0,1,0,1,0,0,"bendición"
"1314","blessings",0,0,0,1,0,1,0,1,"bendiciones"
"1315","blight",0,1,1,0,1,0,1,0,"plaga"
"1316","blighted",0,1,0,0,1,0,1,0,"arruinado"
"1317","blinded",0,0,0,0,1,0,0,0,"cegado"
"1318","blindfold",0,0,1,0,0,0,0,1,"venda"
"1320","blindly",0,0,0,0,1,0,1,0,"a ciegas"
"1321","blindness",0,0,0,0,1,0,1,0,"ceguera"
"1323","bliss",0,0,0,1,0,1,0,0,"felicidad"
"1324","blissful",0,0,0,1,0,1,0,0,"feliz"
"1325","blister",0,1,0,0,1,0,0,0,"ampolla"
"1326","blitz",0,0,0,0,0,0,0,1,"bombardeo aéreo"
"1328","bloated",0,1,0,0,1,0,0,0,"hinchado"
"1329","blob",0,1,1,0,1,0,0,0,"gota"
"1331","blockade",1,0,1,0,1,0,1,0,"bloqueo"
"1335","bloodless",0,0,0,0,0,1,0,0,"incruento"
"1336","bloodshed",1,1,1,0,1,0,1,1,"matanza"
"1337","bloodthirsty",1,1,1,0,1,0,0,0,"sanguinario"
"1338","bloody",1,1,1,0,1,0,1,0,"sangriento"
"1339","bloom",0,0,0,1,0,1,0,0,"florecer"
"1340","blossom",0,0,0,1,0,1,0,0,"florecer"
"1341","blot",0,0,0,0,1,0,0,0,"mancha"
"1343","blower",0,0,0,0,1,0,0,0,"soplador"
"1346","blowout",0,0,0,0,1,0,0,0,"Reventar"
"1347","blue",0,0,0,0,0,0,1,0,"azul"
"1348","blues",0,0,1,0,1,0,1,0,"blues"
"1349","bluff",0,0,0,0,1,0,0,0,"bluff"
"1351","blunder",0,1,0,0,1,0,1,0,"torpeza"
"1353","blur",0,0,0,0,1,0,0,0,"difuminar"
"1354","blurred",0,0,0,0,1,0,0,0,"borroso"
"1355","blush",0,0,0,0,1,0,0,0,"sonrojo"
"1363","boast",0,0,0,0,1,1,0,0,"presumir"
"1364","boasting",0,0,0,0,1,0,0,0,"jactancia"
"1372","bodyguard",0,0,0,0,0,1,0,0,"guardaespaldas"
"1373","bog",0,0,0,0,1,0,0,0,"pantano"
"1374","bogus",1,1,0,0,1,0,0,0,"falso"
"1375","boil",0,1,0,0,1,0,0,0,"hervir"
"1377","boilerplate",0,0,0,0,1,0,0,0,"repetitivo"
"1379","boisterous",1,0,0,1,1,1,0,0,"bullicioso"
"1380","bold",0,0,0,0,0,1,0,0,"audaz"
"1381","boldness",0,0,0,0,0,1,0,0,"audacia"
"1382","bolster",0,0,0,0,0,1,0,0,"reforzar"
"1385","bomb",1,0,1,0,1,0,1,1,"bomba"
"1386","bombard",1,0,1,0,1,0,0,0,"bombardear"
"1387","bombardment",1,0,1,0,1,0,0,0,"bombardeo"
"1388","bombed",0,1,0,0,1,0,0,0,"bombardeado"
"1389","bomber",0,0,1,0,0,0,1,0,"bombardeo"
"1390","bonanza",0,0,0,1,0,1,0,0,"bonanza"
"1392","bondage",0,0,1,0,1,0,1,0,"esclavitud"
"1393","bonds",0,0,0,0,1,0,0,0,"cautiverio"
"1398","bonne",0,0,0,0,0,1,0,0,"Bonne"
"1400","bonus",0,0,0,1,0,1,0,1,"prima"
"1402","boo",0,0,0,0,1,0,0,0,"abucheo"
"1404","booby",0,0,0,0,1,0,0,0,"bobo"
"1408","bookish",0,0,0,0,0,1,0,0,"libresco"
"1414","bookshop",0,0,0,0,0,1,0,0,"librería"
"1416","bookworm",0,0,0,0,1,1,0,0,"ratón de biblioteca"
"1419","boon",0,0,0,0,0,1,0,0,"bendición"
"1426","booze",0,0,0,0,1,0,0,0,"bebida alcohólica"
"1429","bore",0,0,0,0,1,0,0,0,"aburrir"
"1431","boredom",0,0,0,0,1,0,1,0,"aburrimiento"
"1433","boring",0,0,0,0,1,0,0,0,"aburrido"
"1436","borrower",0,0,0,0,1,0,0,0,"prestatario"
"1443","bother",0,0,0,0,1,0,0,0,"molestar"
"1444","bothering",1,0,0,0,1,0,1,0,"molesto"
"1446","bottom",0,0,0,0,1,0,1,0,"abajo"
"1447","bottomless",0,0,1,0,0,0,0,0,"sin fondo"
"1450","bound",0,0,0,0,1,0,0,0,"vinculado"
"1454","bountiful",0,0,0,1,0,1,0,0,"abundante"
"1455","bounty",0,0,0,1,0,1,0,0,"generosidad"
"1456","bouquet",0,0,0,1,0,1,0,0,"ramo"
"1460","bout",1,0,0,0,1,0,0,0,"combate"
"1461","bovine",0,1,0,0,1,0,0,0,"bovino"
"1463","bowels",0,1,0,0,0,0,0,0,"intestinos"
"1468","boxing",1,0,0,0,0,0,0,0,"boxeo"
"1469","boycott",0,0,0,0,1,0,0,0,"boicotear"
"1480","brag",0,0,0,0,1,0,0,0,"jactarse"
"1483","brains",0,0,0,0,0,1,0,0,"sesos"
"1486","bran",0,1,0,0,0,0,0,0,"salvado"
"1489","brandy",0,0,0,0,1,0,0,0,"brandy"
"1492","bravado",0,0,0,0,1,0,0,0,"bravata"
"1493","bravery",0,0,0,0,0,1,0,0,"valentía"
"1494","brawl",1,1,1,0,1,0,0,0,"pelearse"
"1495","brazen",1,0,0,0,1,0,0,0,"descarado"
"1496","breach",0,0,0,0,1,0,0,0,"incumplimiento"
"1499","break",0,0,0,0,0,0,0,1,"descanso"
"1501","breakdown",0,0,0,0,1,0,0,0,"desglose"
"1504","breakfast",0,0,0,0,0,1,0,0,"desayuno"
"1505","breakneck",0,0,0,0,1,0,0,0,"vertiginoso"
"1506","breakup",0,0,0,0,1,0,1,0,"ruptura"
"1520","bribe",0,0,0,0,1,0,0,0,"soborno"
"1521","bribery",0,1,0,0,1,0,0,0,"soborno"
"1523","bridal",0,0,0,1,0,1,0,0,"nupcial"
"1524","bride",0,0,0,1,0,1,0,0,"novia"
"1525","bridegroom",0,0,0,1,0,1,0,0,"novio"
"1526","bridesmaid",0,0,0,1,0,1,0,0,"dama de honor"
"1531","brigade",0,0,1,0,1,0,0,0,"brigada"
"1532","brighten",0,0,0,1,0,1,0,1,"aclarar"
"1533","brightness",0,0,0,0,0,1,0,0,"brillo"
"1534","brilliant",0,0,0,1,0,1,0,0,"brillante"
"1537","brimstone",1,0,1,0,1,0,0,0,"azufre"
"1542","bristle",0,0,0,0,1,0,0,0,"cerda"
"1545","broadside",0,0,0,0,1,0,0,0,"costado"
"1546","brocade",0,0,0,0,0,1,0,0,"brocado"
"1548","broil",1,0,0,0,1,0,0,0,"asar"
"1549","broke",0,0,1,0,1,0,1,0,"rompió"
"1550","broken",1,0,1,0,1,0,1,0,"roto"
"1560","brothel",0,1,0,0,1,0,0,0,"burdel"
"1561","brother",0,0,0,0,0,1,0,0,"hermano"
"1562","brotherhood",0,0,0,0,0,1,0,0,"fraternidad"
"1563","brotherly",0,0,0,1,0,1,0,0,"fraternal"
"1566","bruise",0,0,0,0,1,0,0,0,"moretón"
"1568","brunt",1,0,0,0,1,0,0,0,"esfuerzo"
"1570","brutal",1,0,1,0,1,0,0,0,"brutal"
"1571","brutality",1,0,1,0,1,0,0,0,"brutalidad"
"1572","brute",1,0,1,0,1,0,1,0,"bruto"
"1575","buck",0,0,1,0,1,1,0,1,"dólar"
"1580","buddy",0,0,0,1,0,1,0,0,"amigo"
"1585","buffet",1,0,0,0,1,0,0,0,"buffet"
"1586","bug",0,1,1,0,1,0,0,0,"insecto"
"1587","bugaboo",1,0,1,0,1,0,1,0,"pesadilla"
"1590","build",0,0,0,0,0,1,0,0,"construir"
"1592","building",0,0,0,0,0,1,0,0,"edificio"
"1595","bulbous",0,0,0,0,1,0,0,0,"bulboso"
"1601","bulldog",0,0,0,0,0,1,0,0,"buldog"
"1605","bulletproof",0,0,0,0,0,1,0,0,"a prueba de balas"
"1607","bully",1,0,1,0,1,0,0,0,"matón"
"1609","bum",0,1,0,0,1,0,1,0,"culo"
"1610","bummer",1,1,0,0,1,0,0,0,"gorrón"
"1617","bunker",0,0,1,0,0,0,0,0,"búnker"
"1619","buoy",0,0,0,0,0,1,0,0,"boya"
"1623","burdensome",0,0,1,0,1,0,1,0,"gravoso"
"1625","bureaucracy",0,0,0,0,1,0,0,0,"burocracia"
"1626","bureaucrat",0,1,0,0,1,0,0,0,"burócrata"
"1627","burglar",0,1,1,0,1,0,0,0,"ladrón"
"1628","burglary",0,0,0,0,1,0,0,0,"robo"
"1629","burial",1,0,1,0,1,0,1,0,"entierro"
"1630","buried",0,0,1,0,1,0,1,0,"enterrado"
"1631","burke",1,1,1,0,1,0,1,0,"Burke"
"1633","burlesque",0,0,0,0,0,0,0,1,"burlesco"
"1640","burnt",0,1,0,0,1,0,0,0,"quemado"
"1644","bury",0,0,0,0,0,0,1,0,"enterrar"
"1650","buss",0,0,0,1,0,1,0,0,"autobús"
"1652","busted",1,0,1,0,1,0,0,0,"Arrestado"
"1657","butcher",1,1,1,0,1,0,0,0,"carnicero"
"1658","butler",0,0,0,0,0,1,0,0,"mayordomo"
"1659","butt",0,0,0,0,1,0,0,0,"extremo"
"1662","buttery",0,0,0,0,0,1,0,0,"mantecoso"
"1666","buxom",0,0,0,0,0,1,0,0,"exuberante"
"1670","buzz",0,0,1,0,0,1,0,0,"zumbido"
"1671","buzzed",0,0,0,0,1,0,0,0,"zumbado"
"1678","cab",0,0,0,0,0,1,0,0,"taxi"
"1679","cabal",0,0,1,0,1,0,0,0,"cábala"
"1682","cabinet",0,0,0,0,0,1,0,0,"gabinete"
"1683","cable",0,0,0,0,0,0,0,1,"cable"
"1686","cacophony",1,1,0,0,1,0,0,0,"cacofonía"
"1687","cad",1,1,0,0,1,0,0,0,"canalla"
"1688","cadaver",0,1,1,0,1,0,1,1,"cadáver"
"1692","cafe",0,0,0,0,0,1,0,0,"cafetería"
"1693","cage",0,0,0,0,1,0,1,0,"jaula"
"1696","calamity",0,0,0,0,0,0,1,0,"calamidad"
"1700","calculating",0,0,0,0,1,0,0,0,"calculador"
"1702","calculator",0,0,0,0,0,1,0,0,"calculadora"
"1706","calf",0,0,0,1,0,1,0,0,"becerro"
"1714","callous",1,1,0,0,1,0,0,0,"calloso"
"1715","calls",0,0,0,0,1,0,0,0,"llamadas"
"1716","calm",0,0,0,0,0,1,0,0,"calma"
"1727","camouflage",0,0,0,0,0,0,0,1,"camuflaje"
"1728","camouflaged",0,0,0,0,0,0,0,1,"camuflado"
"1732","campaigning",1,0,1,0,1,0,0,0,"haciendo campaña"
"1735","canary",0,0,0,0,0,1,0,0,"canario"
"1736","cancel",0,0,0,0,1,0,1,0,"cancelar"
"1739","cancer",1,1,1,0,1,0,1,0,"cáncer"
"1740","candid",0,0,0,1,0,1,0,1,"sincero"
"1742","candidate",0,0,0,0,0,1,0,0,"candidato"
"1743","candied",0,0,0,0,0,1,0,0,"azucarado"
"1749","cane",1,0,1,0,0,0,0,0,"caña"
"1752","canker",1,1,0,0,1,0,0,0,"llaga gangrenosa"
"1753","cannibal",0,1,1,0,1,0,0,0,"caníbal"
"1754","cannibalism",0,1,0,0,1,0,0,0,"canibalismo"
"1756","cannon",1,0,1,0,1,0,0,0,"cañón"
"1777","capitalist",0,0,0,0,0,1,0,0,"capitalista"
"1786","captain",0,0,0,0,0,1,0,0,"capitán"
"1788","captivate",0,0,0,1,0,1,0,1,"cautivar"
"1789","captivating",0,0,0,0,0,1,0,0,"cautivador"
"1790","captive",0,0,1,0,1,0,1,0,"cautivo"
"1791","captivity",0,0,0,0,1,0,1,0,"cautiverio"
"1792","captor",0,0,1,0,1,0,0,0,"apresador"
"1793","capture",0,0,0,0,1,0,0,0,"captura"
"1799","carcass",0,1,1,0,1,0,1,0,"cuerpo"
"1800","carcinoma",0,0,1,0,1,0,1,0,"carcinoma"
"1804","cardiomyopathy",0,0,1,0,1,0,1,0,"miocardiopatía"
"1807","career",0,0,0,0,0,1,0,0,"carrera profesional"
"1808","careful",0,0,0,0,0,1,0,0,"Cuidado"
"1809","carefully",0,0,0,0,0,1,0,0,"con cuidado"
"1810","carelessness",1,1,0,0,1,0,0,0,"descuido"
"1811","caress",0,0,0,0,0,1,0,0,"caricia"
"1813","caretaker",0,0,0,0,0,1,0,0,"vigilante"
"1816","caricature",0,0,0,0,1,0,0,0,"caricatura"
"1817","caries",0,1,0,0,1,0,0,0,"caries"
"1818","carnage",1,1,1,0,1,0,1,1,"carnicería"
"1819","carnal",0,0,0,0,1,0,0,0,"carnal"
"1821","carnivorous",0,0,1,0,1,0,0,0,"carnívoro"
"1822","carol",0,0,0,1,0,1,0,0,"villancico"
"1831","cartel",0,0,0,0,1,0,0,0,"cartel"
"1838","cartridge",0,0,1,0,0,0,0,0,"cartucho"
"1842","cascade",0,0,0,0,0,1,0,0,"cascada"
"1843","case",0,0,1,0,1,0,1,0,"caso"
"1845","cash",1,0,1,1,0,1,0,0,"dinero"
"1851","casket",0,0,1,0,1,0,1,0,"ataúd"
"1853","caste",0,0,0,0,1,0,0,0,"casta"
"1859","casualty",1,0,1,0,1,0,1,0,"víctima"
"1868","cataract",0,0,1,0,1,0,1,0,"catarata"
"1869","catastrophe",1,1,1,0,1,0,1,1,"catástrofe"
"1870","catch",0,0,0,0,0,0,0,1,"captura"
"1872","catechism",0,1,0,0,0,0,0,0,"catecismo"
"1873","categorical",0,0,0,0,0,1,0,0,"categórico"
"1875","cater",0,0,0,0,0,1,0,0,"abastecer"
"1879","cathartic",0,0,0,0,0,1,0,0,"catártico"
"1880","cathedral",0,0,0,1,0,1,0,0,"catedral"
"1881","catheter",0,0,0,0,1,0,0,0,"catéter"
"1892","caution",1,0,1,0,1,0,0,0,"precaución"
"1893","cautionary",0,0,1,0,0,0,0,0,"advertido"
"1894","cautious",0,0,1,0,0,1,0,0,"precavido"
"1895","cautiously",0,0,1,0,0,1,0,0,"cautelosamente"
"1905","cede",0,0,0,0,1,0,0,0,"cede"
"1908","celebrated",0,0,0,1,0,1,0,0,"celebrado"
"1909","celebrating",0,0,0,1,0,1,0,0,"celebrando"
"1910","celebration",0,0,0,1,0,1,0,1,"celebracion"
"1911","celebrity",1,1,0,1,1,1,0,1,"celebridad"
"1912","celestial",0,0,0,1,0,1,0,0,"celestial"
"1920","cemetery",0,0,1,0,1,0,1,0,"cementerio"
"1921","censor",1,1,1,0,1,0,0,0,"censurar"
"1922","censure",0,0,0,0,1,0,0,0,"censura"
"1927","center",0,0,0,0,0,1,0,0,"centro"
"1936","centurion",0,0,0,0,0,1,0,0,"centurión"
"1941","cerebral",0,0,0,0,0,1,0,0,"cerebral"
"1943","ceremony",0,0,0,1,0,1,0,1,"ceremonia"
"1944","certainty",0,0,0,0,0,1,0,0,"certeza"
"1947","cess",0,1,0,0,1,0,0,0,"impuesto"
"1948","cessation",0,0,0,0,1,0,0,0,"cesación"
"1949","chaff",1,0,1,0,1,0,0,0,"paja"
"1950","chafing",0,0,0,0,1,0,0,0,"excoriación"
"1951","chagrin",0,1,0,0,1,0,1,0,"disgusto"
"1954","chairman",0,0,0,0,0,1,0,0,"presidente"
"1956","chairwoman",0,0,0,0,0,1,0,0,"presidenta"
"1961","challenge",1,0,1,0,1,0,0,0,"desafío"
"1966","champion",0,0,0,1,0,1,0,0,"campeón"
"1967","chance",0,0,0,0,0,0,0,1,"oportunidad"
"1971","change",0,0,1,0,0,0,0,0,"cambio"
"1972","changeable",0,0,0,0,0,0,0,1,"cambiable"
"1977","chant",1,0,0,1,0,1,0,1,"cantar"
"1978","chaos",1,0,1,0,1,0,1,0,"caos"
"1979","chaotic",1,0,0,0,1,0,0,0,"caótico"
"1990","charade",0,0,0,0,1,0,0,0,"farsa"
"1993","chargeable",0,0,1,0,1,0,1,0,"cobrable"
"1994","charger",0,0,0,0,0,1,0,0,"cargador"
"1996","charitable",0,0,0,1,0,1,0,0,"Caritativo"
"1997","charity",0,0,0,1,0,1,0,0,"caridad"
"1998","charm",0,0,0,0,0,1,0,0,"encanto"
"1999","charmed",0,0,0,1,1,1,0,0,"Encantado"
"2001","charming",0,0,0,0,0,1,0,0,"encantador"
"2005","chase",0,0,0,0,1,0,0,0,"perseguir"
"2006","chasm",0,0,1,0,0,0,0,0,"abismo"
"2007","chastisement",0,0,0,0,1,0,0,0,"castigo"
"2008","chastity",0,0,0,0,0,1,0,0,"castidad"
"2012","chattering",0,0,0,0,0,1,0,0,"charlando"
"2013","chatty",0,0,0,0,1,0,0,0,"hablador"
"2015","cheap",0,0,0,0,1,0,0,0,"barato"
"2016","cheat",1,1,0,0,1,0,0,0,"hacer trampa"
"2021","checklist",0,0,0,0,0,1,0,0,"Lista de Verificación"
"2025","cheer",0,0,0,1,0,1,0,1,"alegría"
"2026","cheerful",0,0,0,1,0,1,0,1,"alegre"
"2027","cheerfulness",0,0,0,1,0,1,0,0,"alegría"
"2028","cheering",0,0,0,1,0,1,0,0,"aplausos"
"2029","cheery",0,0,0,1,0,1,0,0,"alegre"
"2030","cheesecake",0,0,0,0,1,0,0,0,"tarta de queso"
"2033","chemist",0,0,0,0,0,1,0,0,"químico"
"2036","cherish",0,0,0,1,0,1,0,1,"valorar"
"2037","cherry",0,0,0,0,0,1,0,0,"cereza"
"2044","chicane",0,0,0,0,1,0,0,1,"crítica"
"2045","chicken",0,0,1,0,0,0,0,0,"pollo"
"2048","chieftain",0,0,0,0,0,1,0,0,"jefe"
"2049","child",0,0,0,1,0,1,0,0,"niño"
"2051","childhood",0,0,0,1,0,1,0,0,"infancia"
"2052","childish",0,0,0,0,1,0,0,0,"infantil"
"2054","chilly",0,0,0,0,1,0,0,0,"frío"
"2056","chimera",0,0,1,0,0,0,0,1,"quimera"
"2064","chirp",0,0,0,1,0,1,0,0,"chirrido"
"2065","chisel",0,0,0,0,0,1,0,0,"cincel"
"2067","chivalry",0,0,0,0,0,1,0,0,"caballería"
"2068","chloroform",0,0,0,0,1,0,0,0,"cloroformo"
"2069","chocolate",0,0,0,1,0,1,0,0,"chocolate"
"2070","choice",0,0,0,0,0,1,0,0,"elección"
"2071","choir",0,0,0,1,0,1,0,0,"coro"
"2072","choke",1,0,0,0,1,0,1,0,"ahogo"
"2073","cholera",0,1,1,0,1,0,1,0,"cólera"
"2076","chop",0,0,0,0,1,0,0,0,"cortar"
"2079","choral",0,0,0,1,0,1,0,0,"coral"
"2081","chore",0,0,0,0,1,0,0,0,"faena"
"2082","chorus",0,0,0,0,0,1,0,0,"coro"
"2083","chosen",0,0,0,0,0,1,0,0,"elegido"
"2084","chowder",0,0,0,0,0,1,0,0,"sopa de pescado"
"2089","chronic",0,0,0,0,1,0,1,0,"crónico"
"2090","chronicle",0,0,0,0,0,1,0,0,"crónica"
"2094","chuckle",0,0,0,1,0,1,0,1,"risita"
"2097","church",0,0,0,1,0,1,0,0,"iglesia"
"2103","cider",0,0,0,0,0,1,0,0,"sidra"
"2105","cigarette",0,0,0,0,1,0,0,0,"cigarrillo"
"2119","circumcision",0,0,0,0,0,1,0,0,"circuncisión"
"2125","circumvention",0,0,0,0,1,1,0,0,"burla"
"2131","citizen",0,0,0,0,0,1,0,0,"ciudadano"
"2135","civil",0,0,0,0,0,1,0,0,"civil"
"2137","civility",0,0,0,0,0,1,0,0,"civilidad"
"2138","civilization",0,0,0,0,0,1,0,0,"civilización"
"2139","civilized",0,0,0,1,0,1,0,0,"civilizado"
"2142","claimant",1,1,0,0,0,0,0,0,"demandante"
"2143","clairvoyant",0,0,0,0,0,1,0,0,"clarividente"
"2145","clamor",1,1,0,0,1,0,0,1,"clamor"
"2149","clap",0,0,0,1,0,1,0,0,"aplaudir"
"2150","clarify",0,0,0,0,0,1,0,0,"aclarar"
"2154","clash",1,0,0,0,1,0,0,0,"choque"
"2155","clashing",1,0,1,0,1,0,0,0,"chocando"
"2158","classic",0,0,0,0,0,1,0,0,"clásico"
"2159","classical",0,0,0,0,0,1,0,0,"clásico"
"2160","classics",0,0,0,1,0,1,0,0,"clásicos"
"2162","classify",0,0,0,0,0,1,0,0,"clasificar"
"2167","claw",1,0,1,0,1,0,0,0,"garra"
"2170","clean",0,0,0,1,0,1,0,0,"limpio"
"2171","cleaning",0,0,0,0,0,1,0,0,"limpieza"
"2172","cleanliness",0,0,0,0,0,1,0,0,"limpieza"
"2173","cleanly",0,0,0,0,0,1,0,0,"limpiamente"
"2174","cleanse",0,0,0,0,0,1,0,0,"limpiar"
"2175","cleansing",0,0,0,0,0,1,0,0,"limpieza"
"2176","clearance",0,0,0,0,0,1,0,0,"autorización"
"2178","clearness",0,0,0,0,0,1,0,0,"claridad"
"2180","cleave",0,0,1,0,0,0,0,0,"adherirse"
"2186","clerical",0,0,0,0,0,1,0,0,"clerical"
"2189","clever",0,0,0,0,0,1,0,0,"inteligente"
"2190","cleverness",0,0,0,0,0,1,0,0,"astucia"
"2194","cliff",0,0,1,0,0,0,0,0,"acantilado"
"2197","climax",0,0,0,1,0,1,0,1,"clímax"
"2208","cloister",0,0,0,0,1,0,0,0,"claustro"
"2211","closeness",0,0,0,1,0,1,0,0,"cercanía"
"2213","closure",0,0,0,1,0,1,1,0,"cierre"
"2216","clothe",0,0,0,0,0,1,0,0,"vestir"
"2221","clouded",0,0,0,0,1,0,1,0,"nublado"
"2222","cloudiness",0,0,1,0,1,0,0,0,"abundancia de nubes"
"2223","cloudy",0,0,0,0,0,0,1,0,"nuboso"
"2226","clown",0,0,0,1,0,1,0,1,"payaso"
"2231","clump",0,0,0,0,1,0,0,0,"grupo"
